sentiment,text,user,,,
positive,RT @OLMC_Innovation: Our first foray into #esports with @thefusecup today! We went down 2-1 in Rocket League to students from a school in W…,Luke_DelaCruz,,,
negative,RT @gabrieloguda: The guy who teargassed children of poor people who refused to let him grab their school land is coming up with an economi…,Gringo42106495,,,
positive,"RT @HGold_author: 🌟GIVEAWAY🌟\n\nJust Like Me by @OnceUponaLouise is a beautifully illustrated, inspiring MUST-HAVE book  &amp; I have one delicio…",BowenLlinos,,,
positive,"RT @DrSasa22222: I have another great meeting with Hon. Thomas . H. Andrews, UN Special Rapporteur on Human Rights situations in Myanmar, U…",SaungLei,,,
positive,"Paper strike in Depayin,Sagaing protest against Non-CDM teachers in Marakan Ingyinpin High School and Salvery Educa… https://t.co/ThlojZ9HO5",AyeMyoThet,,,
positive,"RT @AutumnThet: This gives me chills!\n\nOur next generation, giving a powerful speech to civilians to keep holding onto CDM. \n\nShe is saying…",HtetZaw_HZ,,,
positive,"RT @vinodkapri: Blocked my school friend from 32 yrs on what’s app ,who is shamelessly advocating &amp; justifying mass murders of more thn 2 l…",Hometutor365,,,
neutral,@saym_sheikh waarom draag je een apen onesie OP SCHOOL is de vraag,okb0kgotunesok,,,
negative,RT @NathanJRobinson: Love that the New York Post implies it’s a bad thing if teachers have input into school reopening policy. God forbid w…,CooperDoyle1,,,
neutral,RT @tohyamagrunge: リスキーな生放送になりそうだなこりゃ\n\n何かあったら全力で俺は知らないフリ、全責任をハザマに押し付けるのでよろしく！\nじゃあ今週金曜23時、TOKYO FM系列全国38局ネット『SCHOOL OF LOCK！教育委員会』で待ち合わせ！詳細は…,khira_ub,,,
neutral,RT @Weeekly_Global: 🎉 @_Weeekly's ‘After School’ MV hits 44 Million views on YouTube 👏🎊\n\n🔗 https://t.co/U7q5kLkgew\n\n#Weeekly #위클리\n#이수진 #먼데이…,kktrere,,,
negative,RT @preshdeyforyou: I say “fuck school” then finish my assignments quickly cause I’m afraid of failure 😭🤣,opeyemi__OG,,,
neutral,@kaeleneak Referees don't have to be from paid employment.  If you've been involved with community or school volunt… https://t.co/KWChwrk3X6,EurekaJustice,,,
positive,RT @LoveLive_staff: 【🌈#虹ヶ咲🌈】\n「ラブライブ！虹ヶ咲学園スクールアイドル同好会 3rd Live! School Idol Festival ～夢の始まり～」まで\n\n✨あと４日✨\n\n天王寺璃奈役・田中ちえ美からメッセージ💕\n\n#虹ヶ咲3rdLive応援…,Ogw_rky19,,,
negative,"RT @gyaigyimii: We are wearing Black Tomorrow for Ghana 🇬🇭🇬🇭. Wear black to school, work, town. All black for Ghana 🖤🖤#FixTheCountry",SirCharles110,,,
positive,@Vintagedrummer7 So that explains why the milk at school was always warm! 🤢🤮,daisymay4263,,,
positive,RT @S0LITAIREBUR: anyone else feel super stressed from school but they know they are just causing it themselves by procrastinating and goin…,VulpixCipher,,,
neutral,Mr Parker also wholeheartedly thanked the current leadership team for their contribution to the school [pictured].… https://t.co/OGHHBMYB33,KESSouthampton,,,
positive,RT @LlanmartinPrim: @sizeofwales - fabulous workshops in school this week!  Thank you so much! #ethical #informed #citizens,sizeofwales,,,
negative,@Nanirogue Heavy Comedy ra Last lo School,ramchowdaryanne,,,
negative,@Dendeweg @GentleBro95 Tony Jaa movies are the shit 👊\n\nornamental old school Muay Thai and Muay Boran\n\nhave you see… https://t.co/0N61oIJyIb,BongMuayThai,,,
positive,"In this morning’s assembly Mr Parker, Head, announced the new student leadership team for the next academic year! T… https://t.co/bdNQ0kKJkB",KESSouthampton,,,
neutral,"RT @shaTIRED: I spent a lot of my life being told by family, ex friends, ex partners, school admin, etc. that I was too sensitive. Turns ou…",wareiskayla,,,
negative,@SWprimaryHT This is just awful. 😤 If you DM school address I’ll send some books through - need to show your childr… https://t.co/PCP3lyAx81,authorAPT,,,
positive,"This week is Deaf Awareness Week, celebrated by everyone at school, particularly in Titans Class, part of our Heari… https://t.co/LCtmLuTTCY",SladePrimarySch,,,
positive,RT @SoumyajitWrites: BJP even lost in Dilip Ghosh’s booth. He voted in Kuliana Jr High School in Gopiballavpur-2. His house is in that area…,CongressFans,,,
neutral,RT @RuthHartnoll: (4/6) His suggestions for his School of Copywriting staff makes me want to quit my job and join immediately. Ft. @VikkiRo…,Giles_Edwards,,,
negative,"Around 8:38 pm, Military terrorists violently beating a man near a school in #Tarmwe Tsp, #Yangon.\n#May2Coup… https://t.co/DmvqoFRZhE",Koopsie1,,,
neutral,RT @dimitris_ballas: #Islands as Laboratories for #Sustainability\nThe case of #Lesvos #Greece\nA @FRW_RUG @univgroningen  &amp; @uaegean online…,FRW_RUG,,,
positive,ang ia ko pacynthia ang busy :(( school\n\n@SB19Official #SB19\n#DefrostSaFreezer two,stanningSB19,,,
negative,RT @preshdeyforyou: I say “fuck school” then finish my assignments quickly cause I’m afraid of failure 😭🤣,amieizzati,,,
neutral,RT @iconickdramas: My law school student boyfriend &lt;3 https://t.co/lXvo39Fn7L,rgrnina,,,
negative,"@kayleighmcenany A School Teacher as well. It's truly sad, the thought this is reality now. Out of nowhere... It's… https://t.co/3Y9Qmo1DNb",BrianEasn,,,
positive,RT @wafaasulimann: School doesn’t determine your success or intelligence and I’ll forever stand on that,9zobia,,,
positive,"RT @VenturaReport: \Don't push this ideology on children I'm not going to work in a district that's okay with that\"" Louisiana Teacher Jonat…""",ThePalaiologos,,,
positive,"@yuna1004_ Been long since we've seen her in school uniforms, she's adorable 🥺",candyjimim,,,
positive,"and for people whining about Oxford having multiple cities: pick the first one. I learned that in what, middle scho… https://t.co/zUrY3Z7VVe",MatthewJRoth,,,
positive,@Mitsuriswife imma be the illiterate elementary school teacher https://t.co/kDQIa9Bu7S,peachysulay,,,
neutral,RT @kevintbailey: @kayleighmcenany The school district needs to fire her! It’s obvious she isn’t educated enough to be a teacher.  🤦🏻‍♂️,cianciaru_,,,
positive,we all thought moot subject will be the most exciting subject in law school but nah....... CLOWN ON US 🤡,eyyoitsjunie,,,
neutral,RT @Weeekly_Global: 🎉 @_Weeekly's ‘After School’ MV hits 44 Million views on YouTube 👏🎊\n\n🔗 https://t.co/U7q5kLkgew\n\n#Weeekly #위클리\n#이수진 #먼데이…,THEMD_CTK,,,
negative,RT @redgecoronado: WTF SCHOOL IS TOO DEPRESSING 😁😁😁😁,oquer0s,,,
neutral,Imagine if they are my school friends😭😭😭 https://t.co/YEAk7L8FBb,puppyjakeey,,,
neutral,oim goig  to a school in america,chiyo29071200,,,
negative,@foosomeh Ahahahahahaa I’d be in school right now but I feel like crap today so yeah.,PieKie4,,,
neutral,RT @CaWalnutsIndia: A comforting bowl of dal and rice with the added goodness of walnuts not only soothes the soul but also provides essent…,VijayFreaks,,,
positive,"Kidd Waya was out there last night enjoying himself with the in-crowd and cafe society,sipping the best champagne a… https://t.co/ZyVkpOWncS",mama_bomboy,,,
neutral,RT @CaWalnutsIndia: A comforting bowl of dal and rice with the added goodness of walnuts not only soothes the soul but also provides essent…,Vijay_S_Fanclub,,,
positive,RT @ongdongminn: remember when eunwoo donated 1m won to his univ so he can help his fellow students eat a proper meal at cheap price\n\ncha e…,Indianarohaot6,,,
neutral,RT @mcdonaldsindia: U decide which one is spicier on 6.04. Try both with the BTS Meal https://t.co/XbLikc4c3m,EuphoriaBTS97,,,
neutral,RT @McDonalds: u decide which one is spicier on 5.26. \ntry both with the BTS Meal https://t.co/x8X2BjA0Lc,FAIRYLILY4,,,
neutral,RT @mcdonaldsindia: U decide which one is spicier on 6.04. Try both with the BTS Meal https://t.co/XbLikc4c3m,ggoogiejams,,,
positive,"RT @forkeyus: Q. have you ever thought of having a meal with keyu? \n\n🐻: he's so busy, from day till night he's so busy\n\n#周柯宇 #奥斯卡 https://t…",nakamotoeiei,,,
positive,RT @NjeriThorne: There's a restaurant in London where you eat and pay what you think the meal was worth. Would that work in KE?,faithcitts,,,
positive,With the release of new Sharples in 2023 comes new meal plans! Introducing the Special Skier III meal plan: 321 Mea… https://t.co/RQlM8CcP0k,supermonkeybal6,,,
neutral,RT @mcdonaldspa: Tú decides cuál es más picante este 1 de junio. \nPrueba ambas con el BTS Meal. https://t.co/43HT9OTEE9,mochirm7,,,
neutral,@1st_meal スカピ付きしか勝たん,1gwRpbF6FPr7k7p,,,
neutral,@McDonalds is the bts meal a one month promotion or?,virgokkyul,,,
positive,@MrJDScott Wow...I mean...I appreciate that they see dessert as an important part of the dinner experience and how… https://t.co/ISh0cxNO7o,mikneleh,,,
positive,@Andrea62928413 You sound like a meal because a little higher smells of fish 🐠🤣🤣,1968Adi_walters,,,
neutral,RT @McDonaldsCanada: u decide which one is spicier on 5.26.\ntry both with the BTS meal https://t.co/sx4j11B6bU,latifa613,,,
neutral,RT @McDonalds: u decide which one is spicier on 5.26. \ntry both with the BTS Meal https://t.co/x8X2BjA0Lc,ma_allainne,,,
neutral,RT @mcdonaldsindia: U decide which one is spicier on 6.04. Try both with the BTS Meal https://t.co/XbLikc4c3m,sleepindrugs,,,
neutral,RT @CaWalnutsIndia: A comforting bowl of dal and rice with the added goodness of walnuts not only soothes the soul but also provides essent…,StarTigerShroff,,,
neutral,RT @McDonaldsUAE: u decide which one is spicier on 01.06. \ntry both with the BTS Meal https://t.co/szeU3VPJdq,armygirl20074,,,
negative,RT @annestevens75: @ChrisA_425 That was mean. I described a dinner I was making a few days ago on Twitter and a guy asked if it was for the…,rick50security,,,
neutral,When I get off I just be wantin a meal and the head rub/nap combo  😂,Kevo3k,,,
neutral,RT @sugacology: 🗓 BTS SCHEDULE\n\n• MAY 11 ㅡ BRIT Awards\n• MAY 16 ㅡ Lotte Family Concert\n• MAY 21 ㅡ BTS comeback 'BUTTER'\n• MAY 24 ㅡ BBMAs 20…,Cw2cVIpalgoMLKj,,,
negative,@Sacha_Lord Appalling! What the government have done to the hospitality industry is shameful. People can pile into… https://t.co/qOUVEcg6Ay,jamieuk88,,,
neutral,"@pizzahut I need someone to help, took my son to pizza hut in Glasgow and you have took 2 payments for our meal and… https://t.co/BWhgYAEzKC",graemeb8787,,,
neutral,RT @DarAlBerSociety: اخي المتبرع اختي المتبرعة \n\nحل الثلث الأخير من رمضان، وفي  أعظم أيام  السنة ندعوكم الى مضاعفة الطاعات وتكثير الأجور وا…,zakasahil,,,
neutral,RT @TeamTarakTrust: Day 386 Of  Donate A Meal Campaign Our @TeamTarakTrust Vijayawada  \n Members Donated Meals To Needy . \n\n@tarak9999 ❤️\n#…,YGANESH76792578,,,
positive,@dojarabbit Oh!! That's nice!!\n\nNow let me ask you this:\n\ndid you ever consider that the Doctor may have been havin… https://t.co/xzIZvRqGID,JoeyLexx,,,
neutral,"@AlfieIndra \we bought a meal deal in every city\"" is coming ain't it lads 😂""",blines99,,,
positive,"RT @forkeyus: Q. have you ever thought of having a meal with keyu? \n\n🐻: he's so busy, from day till night he's so busy\n\n#周柯宇 #奥斯卡 https://t…",SpStSM95,,,
neutral,RT @xenvita_: Luchinini and their son having meal. https://t.co/FcJuf4WZwq,Idarrii,,,
positive,"Today's tip: remember to eat a nice meal and have fun. It's crucial that you enjoyed this for yourself, and to enco… https://t.co/r3wvIPhuo0",arosuterikku,,,
positive,*Bangalore* *verified*\nAt 1:50 pm 04/05/21\n\n*NANDANA* *PALACE*\n\n*free* *meal* for covid patients \nOrder should be p… https://t.co/2fsSVJ3BaB,AaminaA16,,,
positive,RT @shnij: &lt;BTS Schedule 5th May&gt;\n🧈00:00 CONCEPT CLIP\n📺@BTS_twt Special for Children’s day \n14:00 Let’s have a meal\n15:40 Take Care Of the…,shinedreamsmil1,,,
positive,"@RibblesdaleC You're forgiven, you know that!\n\nSunday 2nd. Actually went out for a meal to a local restaurant/pub and had a great time.",PreacherTango,,,
neutral,RT @McDonalds: u decide which one is spicier on 5.26. \ntry both with the BTS Meal https://t.co/x8X2BjA0Lc,karryl_febie,,,
positive,"RT @forkeyus: Q. have you ever thought of having a meal with keyu? \n\n🐻: he's so busy, from day till night he's so busy\n\n#周柯宇 #奥斯卡 https://t…",jaybhobi,,,
positive,NEW FOR 2021: GYO meal kits! Choose from Stir Fry or Pasta Sauce. Postcode restricted to certain areas of S Brum. E… https://t.co/q5FLDAKLAr,TCV_Birmingham,,,
neutral,You never know when your last meal is,harishjangidd,,,
neutral,"RT @halalwiditt: Look at you. You have a roof over your head, you’re fully clothed and you always have a meal at the end of the day. You’re…",yusufbigaman,,,
neutral,RT @McDonalds: u decide which one is spicier on 5.26. \ntry both with the BTS Meal https://t.co/x8X2BjA0Lc,BTS_loves_ramen,,,
neutral,RT @mcdonaldsindia: U decide which one is spicier on 6.04. Try both with the BTS Meal https://t.co/XbLikc4c3m,Joon_KookV,,,
neutral,RT @McDonalds: u decide which one is spicier on 5.26. \ntry both with the BTS Meal https://t.co/x8X2BjA0Lc,NCTZENS_WAYVZEN,,,
neutral,RT @McDonalds: u decide which one is spicier on 5.26. \ntry both with the BTS Meal https://t.co/x8X2BjA0Lc,btsyunnaya,,,
positive,RT @Longwood01: My wife died almost 7 years ago and I’ve done pretty well over the years. Tonight I made a really fantastic shrimp 🍤 with l…,ashboiiiiiiii,,,
positive,"@sssubss Happy birthday my sunshine, my happiness, my favorite notification sejun oppa😘🥳 hope many success will com… https://t.co/67yc4G116h",njunsejun,,,
neutral,RT @McDonalds: u decide which one is spicier on 5.26. \ntry both with the BTS Meal https://t.co/x8X2BjA0Lc,SunnyAn15,,,
negative,Today's meal was Vadicha sadham with Kadala curry and carrot beans poriyal. Another day with so much work as usual… https://t.co/03wye33ZV3,KalathurFarm,,,
positive,@ItBosh @McDonaldsDENews In Deutschland heißt es auch Happy Meal,Mert43448888,,,
positive,"Filling up on nutrient-rich foods can help round out your diet, boost your cognitive function during this Ramadan;… https://t.co/nN15OQoYug",BM_pharma,,,
positive,Rob Lowe favorite meal at my shop are the carnitas tacos,JonnyStocks43,,,
neutral,RT @mcdonaldsindia: U decide which one is spicier on 6.04. Try both with the BTS Meal https://t.co/XbLikc4c3m,p_vadgal,,,
neutral,RT @minawidanina: I would do it for a Tesco meal deal tbh,9zobia,,,
positive,"RT @Richbrownboy: @dvassallo \Vomiting hurts more than any meal is good.\"" \n\n- the psychology of money""",Richbrownboy,,,
positive,"@BabySwimExpert We could only afford to spend two nights there, the first hotel I had ever stayed in, that was in 1… https://t.co/EDmJbM1wUS",AHumphries65,,,
positive,"RT @bakangizomart: Oh what a meal... \nVisit our village market to get this exotic cassava product. Made from the best of cassava, processed…",Obie_Auracle,,,
positive,"RT @forkeyus: Q. have you ever thought of having a meal with keyu? \n\n🐻: he's so busy, from day till night he's so busy\n\n#周柯宇 #奥斯卡 https://t…",bxbynaive,,,
neutral,RT @McDonalds: u decide which one is spicier on 5.26. \ntry both with the BTS Meal https://t.co/x8X2BjA0Lc,nnndddkk,,,
positive,"@dvassallo \Vomiting hurts more than any meal is good.\"" \n\n- the psychology of money""",Richbrownboy,,,
positive,"RT @bakangizomart: Oh what a meal..\nVisit our village market to get this exotic cassava product. Made from the best of cassava, processed,…",Obie_Auracle,,,
neutral,RT @McDonaldsCanada: u decide which one is spicier on 5.26.\ntry both with the BTS meal https://t.co/sx4j11B6bU,taebrownSuga,,,
neutral,RT @CaWalnutsIndia: A comforting bowl of dal and rice with the added goodness of walnuts not only soothes the soul but also provides essent…,FC_NargisFakhri,,,
positive,RT @NjeriThorne: There's a restaurant in London where you eat and pay what you think the meal was worth. Would that work in KE?,KSISI75091969,,,
neutral,RT @LumosNotNox: A friend in Germany ordered a cheese pizza &amp; requested their operator to send it before sunset because that was gonna be t…,AshirAhmed_,,,
neutral,RT @McDonalds: u decide which one is spicier on 5.26. \ntry both with the BTS Meal https://t.co/x8X2BjA0Lc,Lorith5,,,
negative,@GabbbarSingh For soreness of arm apply ice pack on injection site and for other side effects dolo 650 after every… https://t.co/cqN684Vr4s,TBraveheart,,,
positive,@DwainPipe69 @HornyJayne8 The most important meal of the day 😋,mrhorneyhubby,,,
neutral,RT @McDonalds: u decide which one is spicier on 5.26. \ntry both with the BTS Meal https://t.co/x8X2BjA0Lc,kirstinme,,,
positive,RT @Mr_Friend_Zone: Sometimes it’s more important to get to where your buddy wants to get to then to eat. \n\nI’ll give up a restaurant meal…,TheHumanBot12,,,
neutral,RT @mcdonaldsindia: U decide which one is spicier on 6.04. Try both with the BTS Meal https://t.co/XbLikc4c3m,himynameisinga,,,
neutral,RT @CaWalnutsIndia: A comforting bowl of dal and rice with the added goodness of walnuts not only soothes the soul but also provides essent…,ArjunK_FC,,,
neutral,RT @CaWalnutsIndia: A comforting bowl of dal and rice with the added goodness of walnuts not only soothes the soul but also provides essent…,Akshayholics,,,
neutral,RT @mcdonaldsindia: U decide which one is spicier on 6.04. Try both with the BTS Meal https://t.co/XbLikc4c3m,dream_bts613,,,
neutral,RT @thegame: I remember a time when I had $26 to my name &amp; was scared to spend it. Didn’t know where the next meal was coming from. Slept i…,Sonia_TMC,,,
neutral,RT @mcdonaldsindia: U decide which one is spicier on 6.04. Try both with the BTS Meal https://t.co/XbLikc4c3m,soulforseven,,,
neutral,"RT @IndiaTVHindi: ससुराल सिमर का 2 फेम एक्ट्रेस विभा जगत का खुलासा, दो साल से थीं बेरोजगार, नसीब से मिलता था एक वक्त का खाना... https://t.c…",indiatvnews,,,
neutral,RT @mcdonaldsindia: U decide which one is spicier on 6.04. Try both with the BTS Meal https://t.co/XbLikc4c3m,TheKoalaKoya,,,
neutral,RT @McDonaldsMexico: Tú decidirás cuál es más picante el 1.06\nPrueba ambas en The BTS Meal. https://t.co/pGBCiQqJJL,CeciliaGarcival,,,
neutral,Why does it hurt when I eat breakfast but not the same meal a different hour of the day this is bullshit,PanfurMomb,,,
positive,"We were taught that the normal square meal for a normal person is 3 times a day. But in the same country, we are un… https://t.co/Qm0FVqG9Pv",realbrightking,,,
positive,RT @GunjankaurAnand: @itsJyotiRekha @sandygrains It’s very easy to say such things but when u n ur family is suffering u still think about…,smilingeyes21,,,
neutral,RT @sugacology: 🗓 BTS SCHEDULE\n\n• MAY 11 ㅡ BRIT Awards\n• MAY 16 ㅡ Lotte Family Concert\n• MAY 21 ㅡ BTS comeback 'BUTTER'\n• MAY 24 ㅡ BBMAs 20…,itsbangtan4ever,,,
positive,"RT @forkeyus: Q. have you ever thought of having a meal with keyu? \n\n🐻: he's so busy, from day till night he's so busy\n\n#周柯宇 #奥斯卡 https://t…",ZKeyuerrrr,,,
negative,@DudeJLebowski @mtcbtc @GillianMcKeith @BorisJohnson I’m sorry my man 😖 hope you have bitcoin on the balance sheet.… https://t.co/mNVz7yyVdQ,1e9petrichor,,,
neutral,RT @mcdonaldsindia: U decide which one is spicier on 6.04. Try both with the BTS Meal https://t.co/XbLikc4c3m,abia_riza,,,
neutral,RT @CaWalnutsIndia: A comforting bowl of dal and rice with the added goodness of walnuts not only soothes the soul but also provides essent…,AishwaryaFanz,,,
neutral,2. Belum cobain BTS Meal,notyourleia,,,
neutral,@DeShobhaa it is bcoz of eating rice meal and not roti!,kanagaraj_kkl,,,
neutral,RT @priconne_en: I could never say no to a home-cooked meal! 🥺💖 https://t.co/nTZcX001zm,tenzokuu,,,
neutral,RT @McDonalds: u decide which one is spicier on 5.26. \ntry both with the BTS Meal https://t.co/x8X2BjA0Lc,elisesaphira,,,
neutral,RT @_rodeothealbum: @331DES @_melissacastle “sir because you didn’t finish your meal we’re going to spank you”\n\nme:  https://t.co/jrtz8Quo7q,Jay_Luke19,,,
neutral,RT @McDonalds: u decide which one is spicier on 5.26. \ntry both with the BTS Meal https://t.co/x8X2BjA0Lc,jjooniemoni,,,
positive,"RT @forkeyus: Q. have you ever thought of having a meal with keyu? \n\n🐻: he's so busy, from day till night he's so busy\n\n#周柯宇 #奥斯卡 https://t…",Mdnght_honey,,,
neutral,RT @McDonalds: u decide which one is spicier on 5.26. \ntry both with the BTS Meal https://t.co/x8X2BjA0Lc,wafa10army,,,
positive,"RT @udayfoundation: Unsure of next meal, battling with Covid-19. Give your hands to serve, and your hearts to love. Donate Now.",Surjeet56250944,,,
neutral,@worcesternews That’s a regular occurrence in the Meal Deal section of my local Morrison’s…and with the crisps still in it….😂,stevecooper1610,,,
positive,"RT @forkeyus: Q. have you ever thought of having a meal with keyu? \n\n🐻: he's so busy, from day till night he's so busy\n\n#周柯宇 #奥斯卡 https://t…",poytwoblue,,,
neutral,"RT @halalwiditt: Look at you. You have a roof over your head, you’re fully clothed and you always have a meal at the end of the day. You’re…",jxojo,,,
neutral,RT @McDonaldsCanada: u decide which one is spicier on 5.26.\ntry both with the BTS meal https://t.co/sx4j11B6bU,foreverhyung,,,
neutral,"@canisetcoluber Un día es un día, démonos un caprichito etc etc. Uf, lo malo es que también quiero el juguete del H… https://t.co/eTQvzoFCEf",LostMemorabilia,,,
neutral,Here are the answers from Harvard College itself. https://t.co/ZLzQEXeF3X,thisisQuiche,,,
positive,Buti na lang talaga napa akyat ko si ate sa stage nung graduation nung shs kasi ngayong college 3 na lang mabibigay ko HAHAHAHAHA.,loey_oey,,,
neutral,"RT @RepKClark: Don't think #childcare benefits the entire economy? Think again: expanding access to affordable, quality care would increase…",robearto777,,,
positive,"RT @gonortheast: 🔧 ENGINEERING APPRENTICES 🔧\n\nWe're looking for bright and enthusiastic people to join our highly-coveted, award-winning ap…",gatesheadcoll,,,
neutral,"RT @Mediavenir: 🔴 ALERTE - Une collégienne est portée disparue à #Poitiers. Eva, 14 ans, a été vue pour la dernière fois ce lundi à 9h30 de…",Shaunalbchc,,,
neutral,"RT @Mediavenir: 🔴 ALERTE - Une collégienne est portée disparue à #Poitiers. Eva, 14 ans, a été vue pour la dernière fois ce lundi à 9h30 de…",MarineCattiaux,,,
positive,RT @bubblyjimin_: 「 illusion 」           ✧ #jikook au ✧\n\n- in which popular guy Jimin is spotted leaving Jeongguk's apartment really early…,Myeuphoria132,,,
positive,RT @Debalinachak: @VikramChatterje @srijitspeaketh @swastika24 \nAvailability of bed kolkata\nChittaranjan cancer institute-75 bed normal cov…,krysnah_9,,,
negative,RT @JulianaAhua: MISSING PERSON\nName: Nimota Pascaline Olatunde.\nAge:15\nHeight /Colour:chocolate \nLast Seen:Ceder international college\nLoc…,_haleeemah,,,
positive,New week and only four days long whoop! So here is another eBook of the week recommendation! For bath college stude… https://t.co/82dqVfyHDX,LibraryBathColl,,,
negative,RT @HaramiParindey: #Delhi \n\nDeen Dayal Upadhyay College Isolation Center with oxygen support is now functional. It is verified. Details in…,acan_sha,,,
positive,"RT @RisingCoaches: The Rising Coaches Podcast! 🎙️\n\nTune in #LIVE at 11 am EST on Tuesday, and hear from @franfraschilla, @espn college bask…",SquiresRichmond,,,
neutral,leonkitbatwila\nView or comment:- https://t.co/Ua3Ne8MLyV https://t.co/fTaeNC4gbt,j2webby,,,
positive,"RT @ciawadoyle: My boyfriend doesn’t really use social media and is so out of the loop, I just said “Tristan cheated on Khloe again” and he…",aqua_lovex,,,
positive,RT @FS_Yusuf_: Students of Federal College of Forestry Mechanisation are still in captive\n\nStudents of Greenfield University are still in c…,adetututife,,,
neutral,"RT @Mediavenir: 🔴 ALERTE - Une collégienne est portée disparue à #Poitiers. Eva, 14 ans, a été vue pour la dernière fois ce lundi à 9h30 de…",Yussef_L,,,
positive,"RT @Su4ita: Deen Dayal Upadhyay college, #Dwarka \n200 beds with #oxygen facility #available\nContact 9717544495 to book a slot.\n\nRecently ve…",singhiskingh,,,
negative,RT @HaramiParindey: #Delhi \n\nDeen Dayal Upadhyay College Isolation Center with oxygen support is now functional. It is verified. Details in…,priyankbalyan,,,
neutral,I always ask muself why did i go to college 450km away from my home but then i go home and realise why,maybekinky,,,
positive,@book_reviewcrew College life- an amazing stop of life!\nhttps://t.co/TWfFXXZfhE \nGive it a read and tell me your vi… https://t.co/Rm1RyjFw4k,iamRajeshSing,,,
negative,Horny College Girl Roomates Lick &amp; Dildo Each Other https://t.co/PWa0ah9Z2Z,XvideosRj,,,
positive,RT @pooja_news: #Touched: A 75-yr-old lady after winning her battle against Covid hugs Dr. Abhishikta Mullick at Medical College &amp; Hospital…,SBanpai,,,
negative,RT @GUgorji: MISSING PERSON!!!\n\nName: Nimota Pascaline Olatunde.\nAge:15\nHeight /Colour:chocolate \nLast Seen:Ceder international college\nLoc…,wolverined3rd,,,
positive,the College of Public Speaking wins first prize for the UK's best public speaking blog. Read about how hundreds of… https://t.co/Su2PWPFIV9,CollPubSpeaking,,,
neutral,"RT @Mediavenir: 🔴 ALERTE - Une collégienne est portée disparue à #Poitiers. Eva, 14 ans, a été vue pour la dernière fois ce lundi à 9h30 de…",AMEAUMEM,,,
negative,RT @JulianaAhua: MISSING PERSON\nName: Nimota Pascaline Olatunde.\nAge:15\nHeight /Colour:chocolate \nLast Seen:Ceder international college\nLoc…,f_wildee,,,
neutral,"RT @Mediavenir: 🔴 ALERTE - Une collégienne est portée disparue à #Poitiers. Eva, 14 ans, a été vue pour la dernière fois ce lundi à 9h30 de…",MlleCassouille,,,
positive,Flight Attendant ta's humadlang tita ko kaya military na lang pinili ko ngayon para sa college\n44\n#SB19 I SB19… https://t.co/DVE8PZhlyI,_achlys3,,,
neutral,"RT @Mediavenir: 🔴 ALERTE - Une collégienne est portée disparue à #Poitiers. Eva, 14 ans, a été vue pour la dernière fois ce lundi à 9h30 de…",Iamunreal__,,,
neutral,"RT @AuntyFire: Disparition inquiétante d'une personne mineure vers POITIERS\nCette personne a 14 ans, s'appelle Eva Prevostel et a été vu po…",Maxipxtasse,,,
negative,🖕Fuck Reed College in United States 🇺🇸,fuckeveryuni,,,
negative,"RT @odun42000: Ondo state Twitter communities are so boring. Where are students of Achievers Uni, Rugipo, Akungba, Wusto, Elizade Adeyemi,…",odun42000,,,
negative,RT @HaramiParindey: #Delhi \n\nDeen Dayal Upadhyay College Isolation Center with oxygen support is now functional. It is verified. Details in…,abhishekshaww,,,
positive,@EyesnWeather @SuperrCriticall 100% ippudiki kuppalu vachi college leader movies\nfresh ga ati vundadu ha role,Komorambhim,,,
negative,RT @JulianaAhua: MISSING PERSON\nName: Nimota Pascaline Olatunde.\nAge:15\nHeight /Colour:chocolate \nLast Seen:Ceder international college\nLoc…,keerahspice_,,,
positive,I worked 33 hours a week as a full-time student all through college just to be able to afford to go.\n\nThe cost of g… https://t.co/ZcF929Rx2d,powerian,,,
neutral,"RT @Mediavenir: 🔴 ALERTE - Une collégienne est portée disparue à #Poitiers. Eva, 14 ans, a été vue pour la dernière fois ce lundi à 9h30 de…",mada__me2k,,,
neutral,"1/2 I request you to think on it only once that a Student who Went to College only 2 months and attempted No Exam,… https://t.co/VwApmuf94e",Salkhano_x,,,
positive,"RT @oaklandscollege: Meet Denise, one of our fantastic A Level lecturers at Oaklands College. In our latest blog, Denise shares what a stud…",Faith_OfficialA,,,
neutral,@BeTheMagpie Balliol College Oxford,KristenStewLDN,,,
neutral,"RT @AuntyFire: Disparition inquiétante d'une personne mineure vers POITIERS\nCette personne a 14 ans, s'appelle Eva Prevostel et a été vu po…",_harol_d,,,
positive,"What precautions should a mild #Covid patient take in #quarantine/#isolation?\n\nDr. Dilip Kadam, President, Corona T… https://t.co/y55M5cPRLg",pcmcindiagovin,,,
neutral,@ystxrcole Applying for college? Check out the courses and universities in https://t.co/WA68M733Iz. Apply to any co… https://t.co/8zaCl5MYpb,edukasyonph,,,
neutral,"Katulad niyo, gusto ko na rin talaga mag college\n#BoomKirigKirig #RGNSS_Electrorenegades\n#ANSHS_RGNSS\n#TatakAlSci\n#AlSci_GameOnD7",anons_unsaidwrd,,,
positive,RT @keren_khin: Two bombs had exploded in this morning in Mawlamyine. One explosion happened near ShweMyaingThiri Administrative Office and…,kuwonu9,,,
